id_mahasiswa;program_studi;usia_mendaftar;uang_kuliah;mk_lulus_th1;skor_kartu;peringkat;profil
MHS0049;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;8;594;D;Berjuang secara akademik
MHS0661;Kerja Sosial;21;Uang kuliah lancar;5;594;D;Berjuang secara akademik
MHS0115;Manajemen;18;Uang kuliah lancar;5;594;D;Berjuang secara akademik
MHS0518;Manajemen;18;Uang kuliah lancar;9;594;D;Berjuang secara akademik
MHS0509;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;7;594;D;Berjuang secara akademik
MHS0521;Manajemen;50;Uang kuliah lancar;8;594;D;Berjuang secara akademik
MHS0277;Manajemen;18;Uang kuliah lancar;6;594;D;Berjuang secara akademik
MHS0082;Kerja Sosial;20;Uang kuliah lancar;9;594;D;Berjuang secara akademik
MHS0160;Kerja Sosial;20;Uang kuliah lancar;7;594;D;Berjuang secara akademik
MHS0070;Perawat Hewan;21;Uang kuliah lancar;5;594;D;Berjuang secara akademik
MHS0252;Teknik Informatika;20;Uang kuliah lancar;6;594;D;Berjuang secara akademik
MHS0789;Manajemen;18;Uang kuliah lancar;9;594;D;Berjuang secara akademik
MHS0131;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;9;595;D;Berjuang secara akademik
MHS0120;Perawat Hewan;23;Uang kuliah tertunggak;15;595;D;Terhalang biaya
MHS0311;Pariwisata;26;Uang kuliah tertunggak;14;595;D;Terhalang biaya
MHS0231;Perawat Hewan;21;Uang kuliah lancar;7;595;D;Berjuang secara akademik
MHS0529;Kerja Sosial;22;Uang kuliah lancar;13;595;D;Berjuang secara akademik
MHS0058;Kerja Sosial kelas malam;20;Uang kuliah lancar;9;595;D;Berjuang secara akademik
MHS0289;Perawat Hewan;20;Uang kuliah lancar;6;595;D;Berjuang secara akademik
MHS0772;Perawat Hewan;21;Uang kuliah lancar;3;595;D;Berjuang secara akademik
MHS0338;Perawat Hewan;21;Uang kuliah lancar;6;595;D;Berjuang secara akademik
MHS0282;Pariwisata;18;Uang kuliah lancar;8;596;D;Berjuang secara akademik
MHS0702;Manajemen;35;Uang kuliah lancar;8;596;D;Berjuang secara akademik
MHS0426;Jurnalistik dan Komunikasi;22;Uang kuliah lancar;8;596;D;Berjuang secara akademik
MHS0112;Perawat Hewan;19;Uang kuliah lancar;9;596;D;Berjuang secara akademik
MHS0541;Pariwisata;18;Uang kuliah lancar;9;596;D;Berjuang secara akademik
MHS0104;Manajemen;20;Uang kuliah lancar;8;597;D;Berjuang secara akademik
MHS0340;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;10;597;D;Berjuang secara akademik
MHS0342;Pendidikan Dasar;18;Uang kuliah lancar;8;597;D;Berjuang secara akademik
MHS0052;Pendidikan Dasar;18;Uang kuliah lancar;10;597;D;Berjuang secara akademik
MHS0792;Desain Komunikasi Visual;20;Uang kuliah lancar;6;597;D;Berjuang secara akademik
MHS0178;Pendidikan Dasar;18;Uang kuliah lancar;10;597;D;Berjuang secara akademik
MHS0420;Agronomi;20;Uang kuliah lancar;11;597;D;Berjuang secara akademik
MHS0071;Keperawatan;26;Uang kuliah lancar;10;598;D;Berjuang secara akademik
MHS0713;Keperawatan;20;Uang kuliah lancar;0;598;D;Berjuang secara akademik
MHS0653;Teknik Informatika;18;Uang kuliah lancar;8;598;D;Berjuang secara akademik
MHS0261;Agronomi;39;Uang kuliah lancar;5;598;D;Berjuang secara akademik
MHS0784;Kerja Sosial;18;Uang kuliah lancar;8;598;D;Berjuang secara akademik
MHS0445;Jurnalistik dan Komunikasi;20;Uang kuliah lancar;7;598;D;Berjuang secara akademik
MHS0315;Agronomi;25;Uang kuliah lancar;9;598;D;Berjuang secara akademik
MHS0578;Agronomi;23;Uang kuliah lancar;10;598;D;Berjuang secara akademik
MHS0438;Manajemen;27;Uang kuliah lancar;4;598;D;Berjuang secara akademik
MHS0337;Desain Komunikasi Visual;19;Uang kuliah lancar;5;599;C;Tidak dipanggil
MHS0544;Manajemen;19;Uang kuliah lancar;6;599;C;Tidak dipanggil
MHS0666;Perawat Hewan;20;Uang kuliah lancar;6;599;C;Tidak dipanggil
MHS0481;Pariwisata;27;Uang kuliah lancar;10;599;C;Tidak dipanggil
MHS0473;Manajemen kelas malam;28;Uang kuliah lancar;9;599;C;Tidak dipanggil
MHS0553;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;10;599;C;Tidak dipanggil
MHS0714;Jurnalistik dan Komunikasi;40;Uang kuliah lancar;10;599;C;Tidak dipanggil
MHS0400;Desain Komunikasi Visual;19;Uang kuliah lancar;8;599;C;Tidak dipanggil
MHS0794;Teknologi Bahan Bakar Nabati;25;Uang kuliah lancar;7;599;C;Tidak dipanggil
MHS0212;Kerja Sosial kelas malam;24;Uang kuliah lancar;8;600;C;Tidak dipanggil
MHS0439;Teknik Informatika;18;Uang kuliah lancar;5;600;C;Tidak dipanggil
MHS0428;Jurnalistik dan Komunikasi;22;Uang kuliah lancar;6;600;C;Tidak dipanggil
MHS0711;Pariwisata;22;Uang kuliah lancar;6;600;C;Tidak dipanggil
MHS0659;Kerja Sosial;20;Uang kuliah lancar;2;600;C;Tidak dipanggil
MHS0501;Kerja Sosial kelas malam;26;Uang kuliah lancar;6;600;C;Tidak dipanggil
MHS0723;Animasi dan Desain Multimedia;22;Uang kuliah lancar;23;600;C;Tidak dipanggil
MHS0119;Kerja Sosial;21;Uang kuliah lancar;6;601;C;Tidak dipanggil
MHS0749;Kerja Sosial;18;Uang kuliah lancar;4;601;C;Tidak dipanggil
MHS0525;Manajemen;41;Uang kuliah lancar;9;601;C;Tidak dipanggil
MHS0092;Desain Komunikasi Visual;18;Uang kuliah lancar;4;601;C;Tidak dipanggil
MHS0248;Pariwisata;20;Uang kuliah lancar;11;601;C;Tidak dipanggil
MHS0693;Kerja Sosial;20;Uang kuliah lancar;7;601;C;Tidak dipanggil
MHS0243;Teknik Informatika;20;Uang kuliah lancar;8;601;C;Tidak dipanggil
MHS0246;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;5;601;C;Tidak dipanggil
MHS0483;Teknik Informatika;20;Uang kuliah lancar;8;601;C;Tidak dipanggil
MHS0279;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;8;601;C;Tidak dipanggil
MHS0636;Manajemen kelas malam;34;Uang kuliah lancar;10;602;C;Tidak dipanggil
MHS0754;Perawat Hewan;19;Uang kuliah lancar;7;602;C;Tidak dipanggil
MHS0363;Perawat Hewan;21;Uang kuliah lancar;8;602;C;Tidak dipanggil
MHS0332;Manajemen kelas malam;27;Uang kuliah lancar;4;602;C;Tidak dipanggil
MHS0095;Manajemen;20;Uang kuliah lancar;7;602;C;Tidak dipanggil
MHS0329;Keperawatan;39;Uang kuliah lancar;10;603;C;Tidak dipanggil
MHS0288;Manajemen kelas malam;27;Uang kuliah lancar;10;603;C;Tidak dipanggil
MHS0164;Manajemen;18;Uang kuliah lancar;3;603;C;Tidak dipanggil
MHS0739;Pariwisata;18;Uang kuliah lancar;10;603;C;Tidak dipanggil
MHS0137;Peternakan Kuda;20;Uang kuliah lancar;8;603;C;Tidak dipanggil
MHS0432;Teknik Informatika;18;Uang kuliah lancar;7;603;C;Tidak dipanggil
MHS0074;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;7;604;C;Tidak dipanggil
MHS0717;Manajemen kelas malam;38;Uang kuliah lancar;10;604;C;Tidak dipanggil
MHS0605;Manajemen kelas malam;26;Uang kuliah lancar;5;604;C;Tidak dipanggil
MHS0234;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;10;604;C;Tidak dipanggil
MHS0547;Perawat Hewan;19;Uang kuliah lancar;7;604;C;Tidak dipanggil
MHS0704;Jurnalistik dan Komunikasi;20;Uang kuliah lancar;11;604;C;Tidak dipanggil
MHS0407;Teknik Informatika;19;Uang kuliah lancar;10;604;C;Tidak dipanggil
MHS0760;Kerja Sosial kelas malam;45;Uang kuliah lancar;10;604;C;Tidak dipanggil
MHS0321;Teknik Informatika;19;Uang kuliah lancar;8;605;C;Tidak dipanggil
MHS0345;Kerja Sosial;18;Uang kuliah lancar;7;605;C;Tidak dipanggil
MHS0302;Peternakan Kuda;20;Uang kuliah lancar;8;605;C;Tidak dipanggil
MHS0424;Agronomi;21;Uang kuliah lancar;19;605;C;Tidak dipanggil
MHS0582;Perawat Hewan;23;Uang kuliah lancar;8;605;C;Tidak dipanggil
MHS0051;Perawat Hewan;19;Uang kuliah lancar;6;605;C;Tidak dipanggil
MHS0169;Teknik Informatika;18;Uang kuliah lancar;4;605;C;Tidak dipanggil
MHS0121;Kerja Sosial;19;Uang kuliah lancar;8;606;C;Tidak dipanggil
MHS0348;Perawat Hewan;18;Uang kuliah lancar;8;606;C;Tidak dipanggil
MHS0404;Teknik Informatika;23;Uang kuliah lancar;4;606;C;Tidak dipanggil
MHS0532;Kerja Sosial kelas malam;48;Uang kuliah lancar;11;607;C;Tidak dipanggil
MHS0009;Manajemen kelas malam;24;Uang kuliah lancar;5;607;C;Tidak dipanggil
MHS0195;Manajemen;19;Uang kuliah lancar;6;607;C;Tidak dipanggil
MHS0069;Pendidikan Dasar;22;Uang kuliah lancar;10;607;C;Tidak dipanggil
MHS0159;Pariwisata;21;Uang kuliah lancar;10;608;C;Tidak dipanggil
MHS0004;Kerja Sosial;18;Uang kuliah lancar;9;608;C;Tidak dipanggil
MHS0771;Teknik Informatika;18;Uang kuliah lancar;7;608;C;Tidak dipanggil
MHS0524;Kerja Sosial kelas malam;48;Uang kuliah lancar;9;608;C;Tidak dipanggil
MHS0499;Agronomi;20;Uang kuliah lancar;8;608;C;Tidak dipanggil
MHS0462;Manajemen;21;Uang kuliah lancar;6;608;C;Tidak dipanggil
MHS0026;Kerja Sosial;20;Uang kuliah lancar;6;608;C;Tidak dipanggil
MHS0555;Manajemen;33;Uang kuliah lancar;10;609;C;Tidak dipanggil
MHS0667;Agronomi;43;Uang kuliah lancar;11;609;C;Tidak dipanggil
MHS0652;Agronomi;22;Uang kuliah lancar;6;609;C;Tidak dipanggil
MHS0608;Perawat Hewan;19;Uang kuliah lancar;5;609;C;Tidak dipanggil
MHS0675;Teknik Informatika;24;Uang kuliah lancar;9;609;C;Tidak dipanggil
MHS0056;Manajemen;26;Uang kuliah lancar;6;609;C;Tidak dipanggil
MHS0755;Perawat Hewan;20;Uang kuliah lancar;10;610;C;Tidak dipanggil
MHS0562;Kerja Sosial;21;Uang kuliah lancar;9;610;C;Tidak dipanggil
MHS0665;Perawat Hewan;20;Uang kuliah lancar;11;610;C;Tidak dipanggil
MHS0153;Higiene Gigi;23;Uang kuliah lancar;7;610;C;Tidak dipanggil
MHS0384;Manajemen;22;Uang kuliah lancar;6;610;C;Tidak dipanggil
MHS0090;Keperawatan;27;Uang kuliah lancar;7;610;C;Tidak dipanggil
MHS0101;Manajemen;20;Uang kuliah lancar;6;610;C;Tidak dipanggil
MHS0684;Agronomi;20;Uang kuliah lancar;6;610;C;Tidak dipanggil
MHS0380;Manajemen;20;Uang kuliah lancar;6;610;C;Tidak dipanggil
MHS0053;Perawat Hewan;18;Uang kuliah lancar;10;611;C;Tidak dipanggil
MHS0103;Peternakan Kuda;20;Uang kuliah lancar;5;611;C;Tidak dipanggil
MHS0677;Teknik Informatika;28;Uang kuliah lancar;8;611;C;Tidak dipanggil
MHS0412;Teknik Informatika;20;Uang kuliah lancar;10;611;C;Tidak dipanggil
MHS0775;Agronomi;28;Uang kuliah lancar;14;611;C;Tidak dipanggil
MHS0107;Keperawatan;19;Uang kuliah lancar;9;611;C;Tidak dipanggil
MHS0664;Manajemen Iklan dan Pemasaran;21;Uang kuliah lancar;9;611;C;Tidak dipanggil
MHS0021;Teknik Informatika;19;Uang kuliah lancar;8;611;C;Tidak dipanggil
MHS0750;Manajemen;18;Uang kuliah lancar;2;612;C;Tidak dipanggil
MHS0435;Keperawatan;34;Uang kuliah lancar;10;612;C;Tidak dipanggil
MHS0283;Agronomi;20;Uang kuliah lancar;19;612;C;Tidak dipanggil
MHS0293;Teknik Informatika;19;Uang kuliah lancar;5;613;C;Tidak dipanggil
MHS0531;Manajemen kelas malam;36;Uang kuliah lancar;23;613;C;Tidak dipanggil
MHS0206;Perawat Hewan;21;Uang kuliah lancar;13;613;C;Tidak dipanggil
MHS0730;Manajemen kelas malam;33;Uang kuliah lancar;17;613;C;Tidak dipanggil
MHS0620;Manajemen kelas malam;29;Uang kuliah lancar;17;613;C;Tidak dipanggil
MHS0747;Manajemen kelas malam;21;Uang kuliah lancar;8;613;C;Tidak dipanggil
MHS0366;Desain Komunikasi Visual;18;Uang kuliah lancar;5;613;C;Tidak dipanggil
MHS0572;Desain Komunikasi Visual;20;Uang kuliah lancar;5;613;C;Tidak dipanggil
MHS0094;Manajemen;19;Uang kuliah lancar;6;614;C;Tidak dipanggil
MHS0701;Pariwisata;20;Uang kuliah lancar;7;614;C;Tidak dipanggil
MHS0373;Perawat Hewan;21;Uang kuliah lancar;8;614;C;Tidak dipanggil
MHS0492;Perawat Hewan;21;Uang kuliah lancar;7;614;C;Tidak dipanggil
MHS0728;Pariwisata;19;Uang kuliah lancar;8;614;C;Tidak dipanggil
MHS0734;Perawat Hewan;18;Uang kuliah tertunggak;12;614;C;Tidak dipanggil
MHS0230;Manajemen;18;Uang kuliah lancar;9;614;C;Tidak dipanggil
MHS0679;Perawat Hewan;20;Uang kuliah lancar;9;614;C;Tidak dipanggil
MHS0219;Manajemen;18;Uang kuliah lancar;6;614;C;Tidak dipanggil
MHS0249;Teknik Informatika;21;Uang kuliah lancar;8;614;C;Tidak dipanggil
MHS0413;Teknik Informatika;18;Uang kuliah lancar;7;615;C;Tidak dipanggil
MHS0334;Teknik Informatika;41;Uang kuliah lancar;11;615;C;Tidak dipanggil
MHS0364;Jurnalistik dan Komunikasi;21;Uang kuliah lancar;10;615;C;Tidak dipanggil
MHS0496;Kerja Sosial;18;Uang kuliah lancar;5;615;C;Tidak dipanggil
MHS0526;Manajemen kelas malam;28;Uang kuliah lancar;15;615;C;Tidak dipanggil
MHS0111;Manajemen;20;Uang kuliah lancar;9;615;C;Tidak dipanggil
MHS0088;Perawat Hewan;20;Uang kuliah lancar;8;615;C;Tidak dipanggil
MHS0147;Manajemen;21;Uang kuliah lancar;8;615;C;Tidak dipanggil
MHS0128;Manajemen kelas malam;37;Uang kuliah lancar;10;615;C;Tidak dipanggil
MHS0431;Agronomi;24;Uang kuliah lancar;12;616;C;Tidak dipanggil
MHS0706;Animasi dan Desain Multimedia;21;Uang kuliah lancar;20;616;C;Tidak dipanggil
MHS0162;Kerja Sosial kelas malam;37;Uang kuliah lancar;13;616;C;Tidak dipanggil
MHS0561;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;7;616;C;Tidak dipanggil
MHS0307;Desain Komunikasi Visual;20;Uang kuliah lancar;9;617;C;Tidak dipanggil
MHS0779;Manajemen;21;Uang kuliah lancar;5;617;C;Tidak dipanggil
MHS0405;Desain Komunikasi Visual;18;Uang kuliah lancar;11;617;C;Tidak dipanggil
MHS0099;Manajemen Iklan dan Pemasaran;22;Uang kuliah lancar;8;617;C;Tidak dipanggil
MHS0584;Manajemen Iklan dan Pemasaran;22;Uang kuliah lancar;7;617;C;Tidak dipanggil
MHS0604;Manajemen;21;Uang kuliah lancar;9;617;C;Tidak dipanggil
MHS0444;Manajemen;20;Uang kuliah lancar;5;617;C;Tidak dipanggil
MHS0124;Pendidikan Dasar;18;Uang kuliah lancar;9;617;C;Tidak dipanggil
MHS0368;Perawat Hewan;19;Uang kuliah lancar;4;618;C;Tidak dipanggil
MHS0133;Animasi dan Desain Multimedia;19;Uang kuliah lancar;21;618;C;Tidak dipanggil
MHS0109;Agronomi;20;Uang kuliah lancar;11;619;C;Tidak dipanggil
MHS0189;Kerja Sosial;24;Uang kuliah lancar;9;619;C;Tidak dipanggil
MHS0766;Manajemen Iklan dan Pemasaran;21;Uang kuliah lancar;7;619;C;Tidak dipanggil
MHS0643;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;11;619;C;Tidak dipanggil
MHS0176;Pendidikan Dasar;18;Uang kuliah lancar;8;619;C;Tidak dipanggil
MHS0296;Manajemen;19;Uang kuliah lancar;9;619;C;Tidak dipanggil
MHS0298;Manajemen;19;Uang kuliah lancar;8;619;C;Tidak dipanggil
MHS0303;Kerja Sosial kelas malam;44;Uang kuliah lancar;18;620;C;Tidak dipanggil
MHS0478;Keperawatan;43;Uang kuliah lancar;14;620;C;Tidak dipanggil
MHS0657;Teknik Informatika;24;Uang kuliah lancar;13;620;C;Tidak dipanggil
MHS0577;Manajemen kelas malam;24;Uang kuliah lancar;16;620;C;Tidak dipanggil
MHS0671;Desain Komunikasi Visual;18;Uang kuliah lancar;11;620;C;Tidak dipanggil
MHS0506;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;9;620;C;Tidak dipanggil
MHS0685;Agronomi;19;Uang kuliah lancar;11;620;C;Tidak dipanggil
MHS0681;Perawat Hewan;23;Uang kuliah lancar;6;620;C;Tidak dipanggil
MHS0414;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;8;620;C;Tidak dipanggil
MHS0574;Keperawatan;19;Uang kuliah lancar;10;620;C;Tidak dipanggil
MHS0468;Pendidikan Dasar;18;Uang kuliah lancar;10;620;C;Tidak dipanggil
MHS0165;Keperawatan;34;Uang kuliah lancar;14;620;C;Tidak dipanggil
MHS0768;Desain Komunikasi Visual;18;Uang kuliah lancar;7;620;C;Tidak dipanggil
MHS0048;Agronomi;24;Uang kuliah lancar;11;620;C;Tidak dipanggil
MHS0633;Peternakan Kuda;20;Uang kuliah lancar;7;620;C;Tidak dipanggil
MHS0625;Keperawatan;38;Uang kuliah lancar;10;620;C;Tidak dipanggil
MHS0116;Manajemen;18;Uang kuliah lancar;5;621;C;Tidak dipanggil
MHS0191;Manajemen;19;Uang kuliah lancar;8;621;C;Tidak dipanggil
MHS0275;Manajemen;18;Uang kuliah lancar;8;621;C;Tidak dipanggil
MHS0710;Pariwisata;19;Uang kuliah lancar;8;621;C;Tidak dipanggil
MHS0247;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;7;621;C;Tidak dipanggil
MHS0527;Manajemen;53;Uang kuliah lancar;27;621;C;Tidak dipanggil
MHS0305;Pariwisata;19;Uang kuliah lancar;7;621;C;Tidak dipanggil
MHS0254;Agronomi;28;Uang kuliah lancar;11;622;C;Tidak dipanggil
MHS0180;Pendidikan Dasar;19;Uang kuliah lancar;9;622;C;Tidak dipanggil
MHS0129;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;10;622;C;Tidak dipanggil
MHS0181;Desain Komunikasi Visual;21;Uang kuliah lancar;9;622;C;Tidak dipanggil
MHS0244;Manajemen;20;Uang kuliah lancar;9;622;C;Tidak dipanggil
MHS0539;Perawat Hewan;18;Uang kuliah lancar;7;622;C;Tidak dipanggil
MHS0451;Peternakan Kuda;19;Uang kuliah lancar;10;622;C;Tidak dipanggil
MHS0409;Desain Komunikasi Visual;38;Uang kuliah lancar;9;622;C;Tidak dipanggil
MHS0204;Kerja Sosial;20;Uang kuliah lancar;9;623;C;Tidak dipanggil
MHS0402;Desain Komunikasi Visual;20;Uang kuliah lancar;10;623;C;Tidak dipanggil
MHS0472;Manajemen;18;Uang kuliah lancar;8;623;C;Tidak dipanggil
MHS0072;Desain Komunikasi Visual;18;Uang kuliah lancar;9;623;C;Tidak dipanggil
MHS0091;Teknologi Bahan Bakar Nabati;26;Uang kuliah lancar;12;623;C;Tidak dipanggil
MHS0568;Peternakan Kuda;20;Uang kuliah lancar;6;623;C;Tidak dipanggil
MHS0354;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;9;623;C;Tidak dipanggil
MHS0429;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;10;624;C;Tidak dipanggil
MHS0055;Perawat Hewan;19;Uang kuliah lancar;7;624;C;Tidak dipanggil
MHS0139;Perawat Hewan;19;Uang kuliah lancar;8;624;C;Tidak dipanggil
MHS0581;Kerja Sosial kelas malam;23;Uang kuliah lancar;16;624;C;Tidak dipanggil
MHS0446;Manajemen;19;Uang kuliah lancar;7;624;C;Tidak dipanggil
MHS0464;Pendidikan Dasar;18;Uang kuliah lancar;10;624;C;Tidak dipanggil
MHS0306;Agronomi;21;Uang kuliah lancar;11;624;C;Tidak dipanggil
MHS0267;Peternakan Kuda;21;Uang kuliah lancar;9;624;C;Tidak dipanggil
MHS0565;Pendidikan Dasar;19;Uang kuliah lancar;9;624;C;Tidak dipanggil
MHS0486;Keperawatan;30;Uang kuliah lancar;10;624;C;Tidak dipanggil
MHS0500;Kerja Sosial kelas malam;45;Uang kuliah lancar;14;624;C;Tidak dipanggil
MHS0356;Pariwisata;21;Uang kuliah lancar;10;624;C;Tidak dipanggil
MHS0447;Keperawatan;18;Uang kuliah lancar;9;624;C;Tidak dipanggil
MHS0467;Perawat Hewan;21;Uang kuliah lancar;6;625;C;Tidak dipanggil
MHS0203;Agronomi;37;Uang kuliah lancar;12;625;C;Tidak dipanggil
MHS0197;Manajemen;19;Uang kuliah lancar;8;626;C;Tidak dipanggil
MHS0722;Agronomi;22;Uang kuliah lancar;10;626;C;Tidak dipanggil
MHS0780;Jurnalistik dan Komunikasi;20;Uang kuliah lancar;2;626;C;Tidak dipanggil
MHS0317;Manajemen Iklan dan Pemasaran;21;Uang kuliah lancar;10;626;C;Tidak dipanggil
MHS0235;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;7;626;C;Tidak dipanggil
MHS0024;Manajemen;18;Uang kuliah lancar;6;626;C;Tidak dipanggil
MHS0066;Perawat Hewan;21;Uang kuliah lancar;7;626;C;Tidak dipanggil
MHS0622;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;8;626;C;Tidak dipanggil
MHS0108;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;9;627;C;Tidak dipanggil
MHS0064;Kerja Sosial kelas malam;42;Uang kuliah lancar;20;627;C;Tidak dipanggil
MHS0065;Pendidikan Dasar;18;Uang kuliah tertunggak;13;627;C;Tidak dipanggil
MHS0740;Higiene Gigi;24;Uang kuliah lancar;12;627;C;Tidak dipanggil
MHS0113;Pendidikan Dasar;19;Uang kuliah lancar;9;627;C;Tidak dipanggil
MHS0560;Perawat Hewan;21;Uang kuliah lancar;6;627;C;Tidak dipanggil
MHS0023;Pendidikan Dasar;20;Uang kuliah lancar;9;627;C;Tidak dipanggil
MHS0285;Perawat Hewan;18;Uang kuliah lancar;10;627;C;Tidak dipanggil
MHS0588;Manajemen;30;Uang kuliah lancar;18;628;C;Tidak dipanggil
MHS0559;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;10;628;C;Tidak dipanggil
MHS0222;Kerja Sosial;20;Uang kuliah lancar;7;628;C;Tidak dipanggil
MHS0534;Keperawatan;19;Uang kuliah lancar;2;628;C;Tidak dipanggil
MHS0185;Manajemen;21;Uang kuliah lancar;13;628;C;Tidak dipanggil
MHS0673;Manajemen;20;Uang kuliah lancar;4;629;C;Tidak dipanggil
MHS0323;Agronomi;24;Uang kuliah lancar;12;629;C;Tidak dipanggil
MHS0220;Perawat Hewan;21;Uang kuliah lancar;6;629;C;Tidak dipanggil
MHS0690;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;10;629;C;Tidak dipanggil
MHS0737;Perawat Hewan;19;Uang kuliah lancar;7;629;C;Tidak dipanggil
MHS0237;Peternakan Kuda;18;Uang kuliah lancar;9;630;C;Tidak dipanggil
MHS0019;Manajemen;23;Uang kuliah lancar;9;630;C;Tidak dipanggil
MHS0228;Kerja Sosial;20;Uang kuliah lancar;10;630;C;Tidak dipanggil
MHS0703;Kerja Sosial;22;Uang kuliah lancar;7;631;C;Tidak dipanggil
MHS0427;Manajemen;18;Uang kuliah lancar;5;631;C;Tidak dipanggil
MHS0341;Perawat Hewan;20;Uang kuliah lancar;7;631;C;Tidak dipanggil
MHS0221;Perawat Hewan;18;Uang kuliah lancar;7;631;C;Tidak dipanggil
MHS0003;Higiene Gigi;20;Uang kuliah lancar;15;631;C;Tidak dipanggil
MHS0769;Perawat Hewan;18;Uang kuliah lancar;6;631;C;Tidak dipanggil
MHS0294;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;7;631;C;Tidak dipanggil
MHS0695;Kerja Sosial;19;Uang kuliah lancar;8;632;C;Tidak dipanggil
MHS0672;Manajemen;21;Uang kuliah lancar;8;632;C;Tidak dipanggil
MHS0389;Pariwisata;19;Uang kuliah lancar;6;633;C;Tidak dipanggil
MHS0043;Desain Komunikasi Visual;19;Uang kuliah lancar;10;633;C;Tidak dipanggil
MHS0084;Kerja Sosial;21;Uang kuliah lancar;10;633;C;Tidak dipanggil
MHS0359;Keperawatan;22;Uang kuliah lancar;7;633;C;Tidak dipanggil
MHS0442;Pariwisata;23;Uang kuliah lancar;11;633;C;Tidak dipanggil
MHS0266;Teknologi Bahan Bakar Nabati;20;Uang kuliah lancar;11;633;C;Tidak dipanggil
MHS0705;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;6;634;C;Tidak dipanggil
MHS0239;Kerja Sosial;21;Uang kuliah lancar;7;635;C;Tidak dipanggil
MHS0011;Jurnalistik dan Komunikasi;20;Uang kuliah lancar;7;636;C;Tidak dipanggil
MHS0313;Pendidikan Dasar;23;Uang kuliah lancar;9;636;C;Tidak dipanggil
MHS0516;Keperawatan;19;Uang kuliah lancar;10;636;C;Tidak dipanggil
MHS0299;Manajemen kelas malam;31;Uang kuliah lancar;11;636;C;Tidak dipanggil
MHS0770;Pariwisata;25;Uang kuliah lancar;11;636;C;Tidak dipanggil
MHS0735;Perawat Hewan;19;Uang kuliah lancar;7;636;C;Tidak dipanggil
MHS0610;Manajemen;19;Uang kuliah lancar;7;636;C;Tidak dipanggil
MHS0489;Higiene Gigi;25;Uang kuliah lancar;14;636;C;Tidak dipanggil
MHS0238;Pariwisata;19;Uang kuliah lancar;7;636;C;Tidak dipanggil
MHS0075;Pariwisata;19;Uang kuliah lancar;10;637;C;Tidak dipanggil
MHS0192;Manajemen;20;Uang kuliah lancar;7;637;C;Tidak dipanggil
MHS0096;Teknik Informatika;18;Uang kuliah lancar;10;637;C;Tidak dipanggil
MHS0551;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;10;637;C;Tidak dipanggil
MHS0263;Manajemen kelas malam;41;Uang kuliah lancar;10;638;C;Tidak dipanggil
MHS0005;Perawat Hewan;18;Uang kuliah lancar;9;638;C;Tidak dipanggil
MHS0550;Keperawatan;19;Uang kuliah lancar;10;638;C;Tidak dipanggil
MHS0155;Perawat Hewan;18;Uang kuliah lancar;9;638;C;Tidak dipanggil
MHS0571;Pariwisata;21;Uang kuliah lancar;9;638;C;Tidak dipanggil
MHS0692;Pariwisata;19;Uang kuliah lancar;9;639;C;Tidak dipanggil
MHS0602;Kerja Sosial kelas malam;26;Uang kuliah lancar;12;639;C;Tidak dipanggil
MHS0386;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;13;639;C;Tidak dipanggil
MHS0325;Keperawatan;19;Uang kuliah lancar;9;640;C;Tidak dipanggil
MHS0149;Keperawatan;20;Uang kuliah tertunggak;14;640;C;Tidak dipanggil
MHS0142;Pendidikan Dasar;18;Uang kuliah lancar;10;640;C;Tidak dipanggil
MHS0361;Perawat Hewan;20;Uang kuliah lancar;8;640;C;Tidak dipanggil
MHS0344;Keperawatan;17;Uang kuliah lancar;10;640;C;Tidak dipanggil
MHS0198;Keperawatan;32;Uang kuliah lancar;11;640;C;Tidak dipanggil
MHS0557;Kerja Sosial;19;Uang kuliah lancar;11;640;C;Tidak dipanggil
